CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
703,Germany,Male,38,8,189096.89,4,1,1,76638.93,0
570,Spain,Male,38,5,164168.54,1,1,0,173386.39,0
569,France,Female,37,2,91677.06,2,1,1,169154.37,0
629,Germany,Female,28,10,133008.32,2,1,1,107831.9,0
693,France,Female,64,10,47725.64,2,1,1,25516.43,0
440,France,Female,38,6,142963.49,2,1,0,122190.74,0
574,France,Female,47,0,0.0,1,1,0,154731.32,0
595,France,Male,36,4,140893.29,3,1,1,59839.24,0
513,France,Male,36,5,259391.75,1,1,0,44781.74,0
553,France,Male,35,10,0.0,3,1,1,104437.99,1
663,France,Female,23,8,0.0,1,0,1,152368.11,0
604,Germany,Male,38,2,130513.05,2,1,0,105928.91,0
611,Germany,Female,36,5,0.0,3,1,0,55498.41,1
519,France,Female,53,1,63636.28,2,1,0,175094.12,1
630,France,Male,27,5,227977.69,2,0,0,175681.29,0
507,France,Male,34,5,0.0,1,1,1,135083.02,0
789,Germany,Female,30,5,75560.05,1,1,1,24115.06,1
816,France,Male,56,4,0.0,1,1,1,54103.72,0
605,France,Male,30,4,127400.34,2,1,0,127546.2,0
543,France,Male,46,8,104546.52,1,1,0,158447.62,0
731,France,Female,51,5,0.0,1,1,1,100109.53,0
706,France,Male,38,0,197227.77,1,1,1,67768.38,1
828,Germany,Female,25,8,46345.53,3,1,1,178059.14,0
850,Germany,Male,25,6,138520.78,2,1,0,82453.08,0
457,Germany,Female,49,7,0.0,1,1,1,184085.66,1
760,Germany,Female,26,7,0.0,3,0,0,111144.78,0
629,Germany,Male,44,1,160753.06,1,1,1,126713.01,1
702,France,Female,41,10,29005.87,1,1,0,33741.85,0
724,Spain,Male,44,10,0.0,1,1,1,60841.1,1
720,Germany,Male,45,1,116675.72,2,1,1,195190.15,0
745,France,Female,30,2,0.0,1,1,1,146546.83,0
597,Germany,Male,29,2,34651.94,1,0,1,100644.18,0
559,France,Female,48,10,0.0,3,1,0,109071.15,1
763,Germany,Female,33,10,205392.94,2,1,0,26681.09,0
567,Germany,Male,18,2,129076.77,2,0,1,158832.71,1
827,Spain,Male,47,6,106021.58,2,1,0,23559.55,0
577,Spain,Female,29,2,219152.74,2,1,0,83528.55,0
614,Germany,Male,45,0,0.0,1,0,0,88023.94,1
632,Germany,Male,55,2,197002.39,2,1,1,124586.15,1
504,Spain,Male,40,0,0.0,1,1,1,88951.26,1
504,France,Male,51,9,41695.59,1,0,1,192535.46,0
737,Spain,Female,42,8,137087.91,3,1,0,161601.54,0
487,France,Male,57,2,0.0,1,0,1,192271.87,0
850,France,Female,28,6,169982.43,1,1,0,108559.6,1
641,France,Female,40,2,20198.98,1,1,0,67424.63,0
552,Spain,Female,47,6,141587.07,2,1,1,196448.95,1
690,France,Female,38,9,0.0,3,0,1,25432.53,0
416,France,Female,53,9,0.0,1,1,1,186145.13,1
618,France,Male,35,9,83851.89,1,1,0,28198.56,0
630,France,Male,63,2,131967.99,2,1,1,163312.2,0
530,France,Female,63,2,64665.83,2,1,1,158187.01,1
590,Germany,Male,43,1,89766.8,1,1,1,135342.71,0
795,France,Female,46,1,50767.31,1,0,0,158685.11,0
667,Spain,Male,53,6,0.0,2,1,0,26730.91,0
688,Spain,Female,27,7,92469.96,1,1,1,80966.96,0
575,France,Female,26,9,79471.29,2,1,0,73933.82,0
524,France,Male,54,0,65542.84,1,1,1,196490.85,0
627,Germany,Female,43,2,37420.95,2,1,1,99781.64,0
417,France,Male,38,8,206976.98,2,1,1,19433.53,0
546,France,Male,40,7,78970.73,2,0,0,59269.54,0
531,Spain,Female,18,4,122158.21,2,1,0,170375.87,0
456,Spain,Female,38,1,0.0,1,1,1,179412.81,1
712,Spain,Female,32,5,175597.75,1,1,1,186197.9,1
638,France,Male,50,1,113692.35,2,1,1,37382.51,0
591,Germany,Male,51,5,81918.52,2,0,1,140736.52,0
714,Germany,Male,46,9,82372.66,2,0,1,86443.52,0
494,France,Female,44,2,150209.31,1,1,1,149740.15,1
522,Germany,Male,24,1,0.0,2,0,1,166632.54,0
756,France,Female,46,8,62141.95,1,1,1,59638.43,0
850,France,Female,47,0,0.0,1,1,1,105064.24,1
715,Germany,Male,54,10,98208.22,1,1,1,72184.39,0
695,France,Female,63,8,235276.22,2,0,0,96624.52,1
595,France,Male,21,4,0.0,2,1,1,65217.0,0
597,Spain,Male,36,3,156491.8,2,1,0,74530.81,0
672,Spain,Male,32,4,0.0,2,0,1,61732.27,0
780,Germany,Female,42,4,139871.93,1,1,1,66704.05,0
691,Spain,Female,40,9,69961.56,1,1,1,119813.32,0
741,Spain,Female,37,8,38206.65,1,1,1,124053.87,1
563,France,Female,51,2,0.0,1,1,0,184940.01,1
709,France,Female,28,1,190541.31,1,1,1,84210.23,0
586,France,Female,29,5,133390.08,1,1,1,134919.19,0
663,France,Female,29,7,169139.3,2,1,1,193439.06,0
709,Spain,Male,36,7,239781.25,2,1,1,98608.7,0
600,France,Male,26,3,0.0,3,0,0,158038.96,0
553,France,Female,39,5,47767.09,1,0,0,194252.97,1
684,France,Female,38,1,107655.16,2,1,1,160057.48,0
637,France,Female,31,5,176251.19,1,1,1,25295.64,0
663,Spain,Female,50,7,92063.45,1,1,1,46691.41,0
712,France,Female,39,3,183296.69,2,0,1,66027.9,0
774,France,Female,52,3,101519.28,1,0,1,140381.0,0
713,France,Female,38,5,122386.07,2,0,1,137573.27,0
701,France,Male,40,9,86761.47,2,0,1,36058.88,0
602,Germany,Female,34,6,113295.89,1,0,1,95376.07,1
617,France,Female,40,10,0.0,3,1,1,90145.62,1
693,France,Female,48,0,21355.82,1,1,0,141074.98,0
615,France,Female,35,9,82037.15,3,1,0,59580.05,0
693,Spain,Male,46,0,40873.18,2,1,1,55177.34,0
573,Germany,Male,31,3,83830.35,1,0,0,123377.64,0
833,Germany,Female,48,4,63651.48,1,1,1,25737.62,1
668,Germany,Female,34,2,157614.7,1,1,1,137082.34,0
662,Spain,Male,49,10,0.0,2,1,0,93491.45,0
604,France,Male,41,9,134135.3,1,1,1,111905.51,0
832,France,Female,57,6,39082.24,2,1,0,162377.81,1
531,Germany,Male,27,4,0.0,1,1,0,44384.61,1
583,France,Female,24,8,0.0,4,1,1,49889.8,0
731,Spain,Male,33,7,97340.74,1,1,1,181205.28,0
673,France,Male,25,5,0.0,2,1,1,150785.84,0
595,Spain,Female,25,9,156589.42,2,1,0,59912.35,0
598,Spain,Female,47,2,129587.93,1,1,1,146938.46,0
622,Germany,Female,40,3,170440.52,1,0,0,96865.85,0
660,Spain,Female,35,0,118507.33,2,1,1,127284.0,0
798,Germany,Male,36,1,0.0,2,1,0,159462.69,0
707,Spain,Female,33,2,150430.35,2,0,1,18503.52,0
747,France,Female,58,6,0.0,1,0,0,126124.45,1
609,France,Female,32,9,77743.07,2,1,0,74308.33,0
699,Germany,Male,25,6,124707.08,3,1,1,108068.22,1
502,France,Female,49,4,89695.7,2,0,1,79113.35,1
667,France,Male,38,2,553.07,1,1,1,188799.42,0
661,Spain,Female,62,1,127885.54,1,0,0,123459.78,1
823,Germany,Female,34,6,0.0,4,1,0,170853.83,1
798,France,Male,49,1,0.0,2,0,1,58777.8,0
625,France,Female,52,8,25164.07,2,0,0,79276.0,0
572,France,Female,34,4,67577.31,2,0,1,159542.76,0
575,France,Female,32,3,82452.86,1,0,0,54543.81,1
622,Spain,Female,48,0,167489.69,2,1,0,199998.81,1
774,France,Female,46,2,77257.22,2,1,0,135415.1,0
689,France,Male,24,0,0.0,2,1,0,180395.61,0
699,Germany,Female,28,7,123945.94,2,1,1,29857.81,0
727,France,Female,18,5,0.0,2,1,0,88627.62,0
556,France,Male,47,8,146109.15,1,1,1,73825.04,0
583,Germany,Male,37,6,52382.24,2,1,1,194483.11,0
699,Germany,Male,38,10,115964.4,2,1,0,37502.34,0
576,Spain,Female,21,8,233417.47,1,0,0,152151.01,1
505,Germany,Male,28,1,92557.49,3,0,0,129860.85,1
547,France,Female,35,1,0.0,1,1,0,171757.96,0
750,Spain,Female,33,9,18625.91,1,0,0,195684.58,1
614,Spain,Male,41,2,60645.08,3,1,0,163119.24,1
671,Germany,Female,46,8,128905.48,2,1,0,57909.02,0
552,Spain,Female,65,6,0.0,2,0,1,168506.64,1
686,Spain,Female,40,7,136950.51,2,1,1,110084.23,0
624,Spain,Female,52,2,127096.81,2,1,1,134128.83,0
692,France,Male,31,3,36462.47,1,0,0,63283.99,0
605,Germany,Male,22,6,157795.93,2,1,0,165043.03,0
698,France,Male,36,0,40380.38,2,1,0,94447.82,1
600,Germany,Male,22,3,65224.06,2,1,0,163589.79,0
642,Germany,Female,40,5,0.0,2,1,0,91178.29,1
624,Spain,Male,31,2,186485.2,1,1,0,127142.96,0
652,Spain,Female,19,3,52798.43,1,0,0,29568.95,0
677,France,Female,59,10,112679.59,2,1,0,27568.53,1
603,Germany,Male,34,3,113113.06,2,1,1,191064.15,0
639,Germany,Female,22,9,0.0,1,1,0,147952.44,0
668,France,Male,50,10,166569.59,1,1,0,42812.11,1
698,France,Female,32,7,83988.09,1,1,0,123569.72,0
643,France,Male,52,1,157616.16,2,0,1,158427.16,0
566,Spain,Male,32,2,174176.73,1,0,1,123754.79,0
658,France,Male,34,10,197765.88,2,1,0,95204.97,1
714,Spain,Female,44,0,131100.01,2,1,0,168696.67,1
523,France,Male,47,5,113186.72,1,0,0,19647.24,0
524,Spain,Female,48,6,80321.61,2,1,0,130333.78,1
587,France,Male,39,9,29132.69,2,1,0,99871.48,0
632,Spain,Male,46,9,90546.42,1,1,1,133151.61,0
441,France,Female,48,3,0.0,1,1,0,65185.43,1
705,Germany,Female,42,5,99306.4,1,0,1,40870.32,0
633,Spain,Male,38,6,136081.34,2,1,0,195096.81,0
427,Spain,Male,24,10,29382.99,2,1,1,174203.64,0
544,Spain,Male,47,6,95537.34,2,1,0,182699.08,0
621,France,Female,40,1,208728.01,3,0,1,156064.21,0
482,France,Male,35,10,0.0,2,1,1,22334.81,0
742,France,Male,54,5,137041.89,1,0,0,129303.41,0
668,France,Female,24,1,125315.48,1,0,0,82469.71,0
714,Germany,Male,58,2,85997.54,2,0,0,73514.78,1
552,Germany,Male,40,2,13788.35,2,1,0,57351.94,1
689,Spain,Female,43,7,128770.69,2,0,0,44325.3,0
587,Spain,Male,36,10,0.0,2,1,1,36495.38,0
632,Germany,Male,22,4,0.0,1,0,0,33029.75,0
684,Spain,Male,38,1,104809.72,1,1,0,145197.11,0
643,France,Female,44,9,81746.1,2,1,0,186779.03,0
727,France,Female,47,6,217911.92,2,1,1,82260.25,1
663,Germany,Female,38,6,199865.82,2,0,0,30143.46,1
606,Spain,Female,18,0,0.0,1,1,1,52020.07,0
730,France,Male,23,10,56883.01,2,1,0,151928.58,0
750,Germany,Male,63,0,204913.6,1,0,1,76220.29,0
658,Germany,Male,28,6,137186.4,1,1,1,135936.47,0
777,France,Male,56,6,56017.06,2,1,1,49068.52,1
628,France,Female,30,5,106701.28,3,1,0,153787.73,1
638,Spain,Male,38,6,154845.89,3,0,0,134483.07,1
650,Germany,Female,47,4,0.0,1,1,0,52224.99,1
638,France,Female,31,6,112307.69,1,1,1,187074.95,1
620,Spain,Male,58,4,121456.77,2,0,0,109305.37,0
582,France,Female,41,5,47755.58,2,0,1,51774.0,0
556,Spain,Female,45,7,90955.17,2,1,1,117669.0,0
661,France,Male,37,8,51675.95,1,1,0,88911.73,0
764,Germany,Male,47,1,150170.74,2,1,0,184257.25,1
727,France,Male,57,10,57781.12,1,1,0,68872.67,1
687,France,Female,39,1,120173.79,1,1,1,178398.96,1
769,Spain,Female,59,3,0.0,2,0,0,151053.1,0
652,France,Male,33,3,46061.28,1,1,1,139179.51,0
556,France,Female,48,3,43542.18,2,1,1,44928.2,1
617,France,Male,45,3,89942.09,2,1,1,26365.73,0
644,Germany,Male,28,3,114379.84,1,0,0,174243.04,1
601,Spain,Male,42,4,0.0,1,1,1,118402.96,0
708,Spain,Male,40,8,12843.77,3,1,1,193405.47,0
739,France,Male,31,9,0.0,2,1,1,108114.8,0
485,France,Male,44,3,65970.25,2,0,1,122362.91,0
636,France,Male,42,2,132777.28,1,1,1,199450.66,1
374,Germany,Female,39,7,0.0,2,1,0,146019.42,1
641,Spain,Male,39,0,100796.79,3,0,1,78405.7,0
640,Germany,Female,39,4,66262.66,1,1,1,167281.11,1
819,Germany,Female,36,2,194681.68,1,1,0,66143.79,0
790,France,Female,42,6,0.0,3,1,1,109764.38,1
739,Spain,Male,33,0,84213.83,1,1,0,55210.09,0
559,France,Female,69,9,110595.12,1,1,0,198989.75,1
553,France,Male,24,2,0.0,4,1,0,187559.37,0
546,France,Male,34,5,65275.33,1,1,0,176034.01,0
795,France,Female,34,6,0.0,2,0,1,86216.98,0
564,France,Male,62,5,69041.53,2,0,1,148420.14,0
613,France,Female,25,4,55111.99,2,1,1,59548.73,1
565,France,Male,45,2,192319.68,1,1,0,84099.95,1
530,Germany,Female,43,8,222764.19,1,1,1,162861.32,1
682,France,Female,44,5,102358.83,2,0,1,20717.53,0
665,France,Female,54,2,31952.66,2,1,0,19405.05,1
439,Spain,Female,53,2,143378.29,1,1,0,135604.72,0
526,Spain,Female,35,4,0.0,1,0,0,157173.66,1
674,Germany,Male,42,9,76443.11,2,1,1,82873.12,0
643,France,Male,19,10,72299.82,1,1,0,138188.5,0
612,Spain,Male,41,4,0.0,2,1,0,181566.15,0
708,France,Female,31,4,86554.55,3,0,0,28997.2,0
513,France,Female,38,1,0.0,1,0,1,167798.07,0
593,Spain,Female,21,6,68495.29,3,1,1,120530.64,0
699,Germany,Female,44,2,158037.1,2,1,1,90247.56,0
588,Germany,Male,21,9,103255.04,2,0,0,19825.28,0
680,Germany,Female,42,5,111516.32,3,1,1,82974.28,1
541,Germany,Female,27,2,0.0,1,1,1,160839.05,1
572,France,Male,31,10,154284.75,3,0,1,112973.22,0
481,France,Male,53,8,69352.97,1,0,0,43498.51,0
455,France,Female,46,3,163446.36,1,1,1,54122.08,0
605,France,Male,53,1,0.0,2,1,1,171047.91,0
693,Spain,Female,57,2,0.0,1,0,0,92252.44,1
639,France,Female,31,4,0.0,2,1,0,28142.52,0
760,Germany,Female,56,4,218091.99,1,1,0,194933.1,0
613,Spain,Female,24,9,146768.86,1,1,0,58157.86,0
449,Spain,Female,48,10,149879.87,2,1,1,161332.55,0
683,France,Female,35,8,199579.04,1,1,1,12432.43,1
548,France,Female,30,9,0.0,1,0,1,58735.15,0
662,Spain,Male,47,1,175324.8,1,0,1,74053.34,0
433,Germany,Female,50,1,80114.09,3,1,1,173290.8,1
624,Spain,Female,50,9,143354.08,2,1,0,152110.15,0
717,Spain,Female,42,6,0.0,2,0,1,68524.03,0
705,Spain,Male,41,2,78799.34,2,1,0,159621.75,1
626,France,Male,46,8,110044.03,2,1,1,163911.42,0
645,Germany,Female,43,1,39095.26,1,1,0,107283.96,1
603,France,Male,46,8,122130.06,1,1,0,106498.62,0
622,Germany,Male,42,9,88778.17,2,1,1,106809.36,1
710,Spain,Female,49,5,1646.85,1,0,1,41805.41,0
579,Germany,Male,22,7,81201.58,2,1,0,164419.0,1
588,France,Female,39,8,87057.16,1,1,0,145775.08,1
500,France,Male,25,9,149347.5,2,0,1,171383.04,0
711,Spain,Male,43,6,119830.29,1,1,1,164978.12,0
620,France,Female,58,3,0.0,2,1,0,159233.06,1
530,France,Male,35,2,132045.7,3,0,0,158271.57,1
728,France,Female,41,3,76194.02,1,1,0,189445.63,0
640,France,Female,48,0,101965.31,1,1,1,125028.09,1
574,France,Male,18,7,86901.5,2,1,0,167307.93,0
730,Germany,Female,34,4,0.0,1,1,0,162254.77,1
612,France,Male,44,7,108110.75,1,1,1,61344.4,0
496,France,Female,18,0,0.0,2,0,0,117488.25,0
736,France,Male,29,3,105447.22,1,1,1,148641.42,0
565,France,Male,52,4,128981.39,1,1,1,29658.7,1
850,France,Male,51,0,52666.08,1,0,0,110810.4,1
602,Germany,Female,44,9,121484.46,1,1,0,10539.6,1
453,France,Male,50,6,22908.48,3,0,0,55657.39,1
811,France,Female,42,9,162489.71,1,0,0,102410.47,1
639,France,Male,46,8,0.0,1,1,1,68316.7,1
669,France,Male,37,0,189722.72,2,1,1,156507.09,0
681,France,Female,41,9,46936.99,2,1,0,131106.78,0
516,France,Male,33,0,163939.49,1,0,1,60832.6,0
439,Spain,Male,54,9,0.0,2,1,0,13244.79,0
830,France,Female,57,7,95523.93,2,0,1,58395.47,0
496,Germany,Female,55,9,85414.55,1,0,1,108624.09,1
800,France,Male,36,5,48572.41,1,1,1,154823.73,0
695,France,Female,30,1,35017.9,2,0,1,124639.88,0
661,France,Female,54,1,65935.82,1,1,1,20605.37,0
600,Spain,Male,46,1,39699.67,1,1,0,98638.91,0
850,Spain,Female,44,8,187977.57,2,1,1,192307.77,0
579,France,Female,33,5,26893.3,1,1,0,181768.74,0
582,France,Female,45,2,112742.56,1,1,0,151055.08,0
709,France,Male,28,1,0.0,1,1,0,63924.82,0
581,France,Male,47,0,123589.96,2,1,0,14211.71,0
549,Germany,Female,55,2,128155.01,2,0,0,96709.7,0
639,France,Female,58,8,154212.82,1,0,0,81143.37,1
710,France,Male,48,9,81812.05,1,1,1,138411.11,0
824,Spain,Male,25,6,109552.63,4,0,1,23411.96,0
843,France,Female,42,10,89734.8,2,0,0,185441.92,0
475,France,Female,64,4,172731.33,2,0,0,149813.31,1
744,Germany,Male,30,3,0.0,1,1,0,194489.68,0
552,France,Male,39,7,42915.44,1,1,0,174409.61,0
556,France,Female,56,1,0.0,1,1,1,91743.39,0
594,France,Female,47,10,134594.84,2,1,1,135874.4,0
588,Spain,Female,67,8,160659.39,3,1,0,170669.59,1
543,France,Female,32,0,206762.82,1,1,0,48736.26,0
424,France,Female,29,2,143370.3,2,1,0,11829.71,1
783,France,Male,53,6,0.0,2,1,0,68440.84,0
730,France,Male,27,8,191323.16,2,1,1,93116.43,0
644,Germany,Male,38,2,181168.44,1,1,1,128668.4,0
553,France,Male,39,8,150820.35,1,1,1,60050.63,0
762,Germany,Female,51,5,38325.1,3,0,1,93991.34,0
639,Germany,Female,47,7,104565.18,1,0,0,133249.09,1
591,Spain,Male,45,4,120602.01,1,0,0,166640.5,0
489,France,Male,36,4,99809.9,1,0,0,53117.71,0
696,Spain,Male,53,4,0.0,2,1,1,161981.68,0
613,Germany,Male,84,1,186495.86,1,1,1,188448.05,1
670,France,Male,48,2,65644.75,2,1,1,87816.83,0
661,Spain,Male,41,1,146550.72,3,0,1,114877.69,1
706,Spain,Female,26,8,121454.96,2,1,1,11896.94,0
666,France,Male,33,4,60408.32,3,1,1,144939.82,0
616,Spain,Female,38,4,49016.72,2,0,1,175682.53,0
698,France,Male,34,9,0.0,2,1,1,13797.57,0
736,Germany,Male,40,9,130250.01,2,1,0,170296.84,1
792,Spain,Female,60,2,0.0,2,0,0,38314.24,1
539,France,Female,54,3,62059.57,2,1,1,169998.77,1
751,Spain,Male,38,4,7442.53,1,0,0,112961.91,0
494,France,Male,27,9,127500.97,3,1,1,80330.28,0
742,Spain,Male,55,7,95966.18,2,1,0,188839.95,0
589,Germany,Male,39,5,67887.94,2,1,0,126348.02,0
725,France,Female,21,2,54869.92,1,1,1,17344.59,0
787,France,Male,48,4,0.0,1,1,0,155540.07,0
667,France,Male,51,0,0.0,2,1,1,44655.77,0
646,France,Male,18,7,0.0,2,1,1,185422.23,0
641,France,Male,31,10,43196.63,1,1,1,41626.64,0
605,France,Male,39,8,0.0,2,1,1,102655.02,0
757,France,Male,48,3,159368.47,2,1,1,109289.8,0
640,France,Female,34,5,107093.91,1,1,1,117118.16,0
443,Germany,Male,31,10,108558.02,2,1,1,111325.96,0
734,Germany,Male,48,4,88065.21,1,1,1,93418.72,0
729,Germany,Female,35,9,0.0,2,0,0,145438.07,0
654,France,Female,46,6,57009.33,1,1,0,39556.35,1
575,Spain,Male,28,5,0.0,1,0,0,159581.41,0
540,Germany,Male,25,6,166423.74,3,1,0,17115.65,1
575,France,Female,48,2,129047.62,1,1,0,169998.13,1
669,France,Male,43,4,109289.32,2,1,0,152467.49,0
475,Germany,Female,50,3,120370.3,2,1,0,161125.95,1
690,France,Male,34,8,122655.53,1,0,0,66416.57,1
657,Germany,Male,31,6,66803.59,3,0,0,171444.48,1
772,Spain,Female,55,4,88086.36,1,1,0,141319.97,1
717,France,Male,23,9,0.0,2,1,0,194022.83,1
581,France,Female,54,4,235594.05,2,0,1,13802.11,1
489,Spain,Female,55,10,0.0,2,1,0,160199.25,1
572,Germany,Male,49,6,0.0,1,1,1,128427.49,1
781,France,Male,32,9,176031.18,2,1,1,197917.15,0
678,Spain,Male,31,10,0.0,3,1,1,94177.86,1
707,Spain,Female,38,3,33212.74,1,1,0,63134.53,0
590,Germany,Male,26,2,0.0,2,1,1,177151.63,0
696,Germany,Female,29,9,104151.13,1,1,1,71881.86,0
506,France,Female,47,2,136799.45,1,1,1,143529.75,1
739,France,Female,47,8,93352.38,1,1,0,73051.12,1
540,Germany,Male,28,1,99876.38,1,1,1,189687.24,0
462,France,Male,47,9,81009.86,2,1,0,109959.07,1
850,Germany,Female,45,7,159544.63,1,1,0,70760.3,1
663,Spain,Female,57,5,0.0,1,1,0,166259.62,1
660,France,Male,46,4,82777.55,1,1,0,21870.07,0
472,Germany,Female,52,7,9128.85,1,1,1,27814.01,0
709,France,Male,45,4,0.0,2,1,0,168976.08,0
734,Spain,Female,51,4,121493.23,2,1,0,71448.65,1
631,France,Female,26,2,122480.02,1,1,1,43545.44,0
735,Germany,Male,39,1,0.0,1,1,1,121559.36,0
761,Germany,Male,40,9,163447.23,1,1,0,58369.67,0
700,France,Male,37,8,175410.23,2,1,0,197564.82,0
444,Germany,Male,45,4,101400.18,1,1,0,165914.17,1
541,Germany,Male,47,9,0.0,2,1,0,178943.29,0
810,Germany,Female,44,6,81467.69,2,0,0,168381.42,1
658,Spain,Male,38,6,137598.16,1,1,0,178313.52,1
658,Spain,Male,32,1,42908.86,1,1,1,74216.03,0
571,France,Male,52,5,198383.41,1,1,1,137948.31,1
589,Germany,Male,44,1,164279.23,1,0,1,182326.71,0
763,France,Female,29,7,0.0,1,1,1,140330.61,0
792,Spain,Male,38,0,0.0,3,1,1,199459.43,0
726,Germany,Female,21,5,126904.94,1,0,1,174451.39,0
702,France,Male,40,4,87410.94,1,1,0,23478.22,0
710,France,Female,38,1,133319.18,2,0,1,105316.41,0
643,Spain,Female,34,5,86311.39,3,1,0,62352.68,0
536,France,Male,57,2,0.0,1,0,0,176260.53,0
515,Germany,Male,27,2,105431.96,2,0,1,188077.02,1
775,France,Female,48,9,230868.87,1,1,1,117657.29,0
647,Spain,Female,64,3,136339.12,2,0,1,21046.7,1
695,France,Male,52,4,34830.97,2,1,0,75869.14,1
670,France,Female,40,0,213497.82,1,1,0,45829.4,0
675,Spain,Female,28,3,162131.31,1,1,1,110561.99,1
683,Spain,Female,25,3,124767.68,1,1,0,197119.51,0
716,France,Male,35,7,0.0,2,1,0,75219.59,0
577,France,Female,32,1,43169.57,1,1,1,149455.04,0
762,Germany,Female,32,10,11172.44,2,1,0,167900.32,1
580,Spain,Female,36,1,102829.02,1,1,1,167733.02,0
673,France,Male,39,7,176696.06,2,1,1,38410.08,0
538,Germany,Female,45,0,125576.86,1,1,0,55114.51,1
634,Germany,Male,26,9,193876.92,2,1,1,52422.66,0
587,Germany,Male,32,7,173703.48,1,1,0,66483.05,1
652,Spain,Male,38,9,106071.65,1,1,0,18893.14,0
720,Germany,Male,38,10,0.0,1,0,1,112482.23,0
657,France,Female,60,9,184174.96,2,0,0,150776.71,1
836,Spain,Female,43,6,100830.54,1,1,1,59555.44,1
726,Spain,Male,22,9,93883.67,1,1,1,131567.68,0
628,Spain,Male,45,1,112303.43,1,1,1,113661.42,0
642,France,Male,46,7,0.0,1,1,0,28842.26,1
686,France,Female,39,10,119582.46,2,1,0,55557.92,0
717,Germany,Male,27,4,142462.78,1,0,1,55882.04,1
533,France,Male,59,10,112514.58,2,1,1,102849.03,1
710,Spain,Female,28,5,122923.07,2,1,0,129291.76,0
535,France,Female,47,5,0.0,2,1,0,67261.1,0
701,Germany,Male,42,3,1154.86,1,0,1,34153.69,1
755,Spain,Male,47,1,0.0,2,0,1,61151.56,0
678,France,Male,59,9,0.0,2,1,1,17635.48,0
429,France,Female,46,7,72875.95,1,0,1,152246.42,0
481,Germany,Female,34,4,0.0,1,0,0,142869.02,0
703,Germany,Male,52,10,155892.42,1,0,0,137425.59,0
417,France,Male,33,2,0.0,1,1,0,127378.24,1
708,Germany,Male,42,8,145007.23,1,1,1,66561.95,0
744,Spain,Male,26,4,44940.61,1,0,0,31941.82,0
758,France,Female,29,6,0.0,2,1,0,123812.92,0
627,France,Male,41,0,172328.77,1,1,0,149189.33,0
692,France,Female,44,6,0.0,1,1,1,164060.3,0
670,France,Male,21,7,53086.67,3,1,1,148040.91,0
510,France,Female,45,10,0.0,1,1,1,135146.19,0
721,France,Male,31,3,110306.96,1,1,1,166634.98,0
782,Germany,Female,54,0,138673.75,1,1,0,154737.38,0
715,France,Male,36,0,33336.07,1,1,0,189531.3,0
602,Spain,Male,28,1,0.0,2,1,1,11149.03,0
720,France,Male,41,3,152904.06,1,1,0,37867.16,0
773,France,Female,30,9,48684.94,2,1,0,120152.77,0
761,Spain,Male,54,2,73280.5,2,1,0,86201.25,0
748,Spain,Male,40,1,0.0,1,0,0,74696.03,1
499,France,Female,38,0,158191.46,2,1,0,151722.54,1
688,France,Female,47,4,123217.59,2,1,0,111770.98,0
711,France,Female,29,6,0.0,2,1,1,110032.59,0
749,Germany,Male,26,3,0.0,1,1,0,19468.67,1
699,France,Male,44,5,0.0,2,1,1,97646.33,0
797,France,Male,28,2,53771.37,1,0,0,125524.04,0
476,France,Male,28,8,81510.19,1,1,0,63216.0,0
703,France,Female,49,0,66065.38,2,1,1,55406.65,0
696,Spain,Female,46,2,90881.4,1,1,1,114616.4,0
736,Germany,Female,26,6,117802.38,1,1,1,183272.15,1
797,France,Female,33,9,157334.79,1,1,0,32110.83,0
566,France,Male,30,4,28029.39,2,1,1,68731.45,0
793,France,Female,60,0,104540.56,1,1,0,21046.34,0
727,France,Female,50,6,142000.27,1,1,1,71822.82,0
632,Spain,Female,35,2,0.0,2,1,1,142019.79,0
564,Spain,Female,46,3,0.0,1,0,1,70547.72,0
669,Spain,Male,25,10,129260.71,1,1,0,85715.4,0
677,Spain,Male,33,10,105582.86,2,0,1,187744.26,0
682,Spain,Male,41,2,140058.28,3,1,0,75945.44,0
590,Spain,Female,45,6,0.0,2,0,0,112514.92,0
708,France,Male,39,5,88783.15,1,1,0,187388.98,0
611,France,Male,43,10,44019.09,1,0,1,106617.39,0
766,France,Male,41,10,117852.76,2,1,0,42329.28,0
812,Germany,Male,38,3,110198.58,1,1,1,37185.77,0
573,France,Female,37,0,53372.73,2,1,1,180790.1,0
656,Spain,Female,35,0,135266.9,1,0,0,178270.71,1
742,Germany,Female,43,0,170932.02,2,1,1,57695.38,0
676,Germany,Male,45,8,70675.16,1,0,0,128409.65,0
522,France,Male,42,8,67163.13,3,0,1,41640.4,1
732,France,Male,27,9,65264.28,1,1,1,53983.93,0
592,France,Female,29,1,17709.6,2,0,0,184925.84,1
669,Spain,Female,44,0,0.0,1,1,1,86335.53,0
556,Germany,Male,56,1,81657.96,2,1,1,49618.54,1
725,Germany,Male,42,6,60360.38,1,1,0,109583.29,1
610,France,Male,35,0,46407.7,1,0,1,171691.03,0
736,France,Female,42,7,84825.69,1,1,0,168260.75,0
630,France,Male,27,9,68849.11,1,1,1,135783.46,0
604,Spain,Female,54,1,179779.81,3,1,1,164555.12,0
